Id,Degree,Indegree,outDegree
11384,14,14,0
30819,14,14,0
10586,14,14,0
25503,14,14,0
1593,14,14,0
8620,14,14,0
9421,14,14,0
25987,14,14,0
20988,14,14,0
14342,14,14,0
14030,14,14,0
26811,14,14,0
23629,14,14,0
30719,14,14,0
27770,14,14,0
14394,14,14,0
18417,14,14,0
23824,14,14,0
23246,14,14,0
30903,14,14,0
5709,14,14,0
21602,14,14,0
11737,14,14,0
7423,14,14,0
11203,14,14,0
9942,14,14,0
10403,14,14,0
4008,14,14,0
16276,14,14,0
10069,14,14,0
6303,14,14,0
2501,14,14,0
555,14,14,0
25282,14,14,0
6815,14,14,0
20688,14,14,0
16868,14,14,0
19864,14,14,0
8156,14,14,0
24635,14,14,0
25720,14,14,0
25712,14,14,0
18824,14,14,0
9329,14,14,0
21426,14,14,0
22398,14,14,0
8441,14,14,0
5026,14,14,0
20603,14,14,0
23753,14,14,0
23409,14,14,0
7388,14,14,0
17401,13,13,0
447,13,13,0
16946,13,13,0
23728,13,13,0
22633,13,13,0
22404,13,13,0
12917,13,13,0
29267,13,13,0
1056,13,13,0
15249,13,13,0
11255,13,13,0
31789,13,13,0
23217,13,13,0
19102,13,13,0
23049,13,13,0
7291,13,13,0
26484,13,13,0
13090,13,13,0
28370,13,13,0
2877,13,13,0
29899,13,13,0
2554,13,13,0
11047,13,13,0
27801,13,13,0
20674,13,13,0
21773,13,13,0
26751,13,13,0
31769,13,13,0
10055,13,13,0
4670,13,13,0
2480,13,13,0
6972,13,13,0
18968,13,13,0
23563,13,13,0
30292,13,13,0
11610,13,13,0
1331,13,13,0
1685,13,13,0
13348,13,13,0
26220,13,13,0
18614,13,13,0
15162,13,13,0
3022,13,13,0
18892,13,13,0
7634,13,13,0
28373,13,13,0
27490,13,13,0
18723,13,13,0
25776,13,13,0
9922,13,13,0
29375,13,13,0
4288,13,13,0
21089,13,13,0
1583,13,13,0
18995,13,13,0
20323,13,13,0
3319,13,13,0
1680,13,13,0
22753,13,13,0
17342,13,13,0
7551,13,13,0
10406,13,13,0
26060,13,13,0
20499,13,13,0
9277,13,13,0
9890,13,13,0
13089,13,13,0
3342,13,13,0
5113,13,13,0
4514,13,13,0
24700,13,13,0
30012,13,13,0
21754,13,13,0
22205,13,13,0
23718,13,13,0
5561,13,13,0
27486,13,13,0
20686,13,13,0
23313,13,13,0
12453,13,13,0
735,13,13,0
21823,13,13,0
30336,13,13,0
20923,13,13,0
17340,13,13,0
7719,13,13,0
30568,13,13,0
26897,13,13,0
30044,13,13,0
765,13,13,0
7128,13,13,0
26377,13,13,0
16826,12,12,0
23343,12,12,0
25824,12,12,0
24171,12,12,0
28887,12,12,0
23560,12,12,0
9339,12,12,0
12808,12,12,0
974,12,12,0
13242,12,12,0
6313,12,12,0
26565,12,12,0
20246,12,12,0
21756,12,12,0
3770,12,12,0
11673,12,12,0
2703,12,12,0
17250,12,12,0
15424,12,12,0
697,12,12,0
24634,12,12,0
26738,12,12,0
25134,12,12,0
28342,12,12,0
17611,12,12,0
31428,12,12,0
29612,12,12,0
19127,12,12,0
12948,12,12,0
24515,12,12,0
15953,12,12,0
12071,12,12,0
1276,12,12,0
11682,12,12,0
29523,12,12,0
30736,12,12,0
31836,12,12,0
19651,12,12,0
7235,12,12,0
11071,12,12,0
14867,12,12,0
20765,12,12,0
20996,12,12,0
3103,12,12,0
23229,12,12,0
26048,12,12,0
14062,12,12,0
26948,12,12,0
8004,12,12,0
23575,12,12,0
13823,12,12,0
58,12,12,0
16418,12,12,0
9691,12,12,0
11322,12,12,0
31542,12,12,0
19617,12,12,0
30755,12,12,0
27559,12,12,0
4265,12,12,0
3787,12,12,0
3311,12,12,0
11523,12,12,0
10231,12,12,0
7130,12,12,0
28012,12,12,0
28365,12,12,0
25019,12,12,0
14772,12,12,0
25654,12,12,0
13418,12,12,0
24464,12,12,0
17456,12,12,0
27996,12,12,0
12114,12,12,0
2874,12,12,0
13210,12,12,0
21744,12,12,0
7367,12,12,0
30618,12,12,0
27072,12,12,0
22515,12,12,0
14167,12,12,0
15420,11,11,0
7301,11,11,0
24580,11,11,0
31849,11,11,0
28732,11,11,0
19717,11,11,0
30031,11,11,0
30607,11,11,0
12402,11,11,0
6038,11,11,0
3944,11,11,0
21254,11,11,0
7739,11,11,0
31662,11,11,0
23597,11,11,0
18894,11,11,0
2014,11,11,0
23413,11,11,0
7856,11,11,0
13471,11,11,0
1565,11,11,0
3666,11,11,0
6307,11,11,0
22360,11,11,0
20238,11,11,0
7765,11,11,0
31630,11,11,0
6386,11,11,0
27224,11,11,0
6004,11,11,0
6461,11,11,0
11697,11,11,0
16481,11,11,0
12697,11,11,0
26426,11,11,0
24620,11,11,0
2860,11,11,0
8031,11,11,0
26599,11,11,0
21118,11,11,0
6779,11,11,0
21361,11,11,0
9881,11,11,0
23593,11,11,0
10504,11,11,0
10581,11,11,0
17877,11,11,0
21311,11,11,0
23238,11,11,0
29212,11,11,0
18277,11,11,0
15783,11,11,0
4916,11,11,0
5388,11,11,0
13143,11,11,0
18212,11,11,0
3769,11,11,0
20199,11,11,0
26369,11,11,0
2362,11,11,0
6172,11,11,0
23239,11,11,0
5749,11,11,0
24392,11,11,0
1708,11,11,0
6890,11,11,0
13711,11,11,0
30641,11,11,0
622,11,11,0
30022,11,11,0
30787,11,11,0
21858,11,11,0
8698,11,11,0
654,11,11,0
8392,11,11,0
16631,11,11,0
1221,11,11,0
28481,11,11,0
6748,11,11,0
1534,11,11,0
18940,11,11,0
23721,11,11,0
24716,11,11,0
4025,11,11,0
3219,11,11,0
12575,11,11,0
11159,11,11,0
17028,11,11,0
13623,11,11,0
20492,11,11,0
1843,11,11,0
6515,11,11,0
2622,11,11,0
11954,11,11,0
11964,11,11,0
2508,11,11,0
28504,11,11,0
18650,11,11,0
20475,11,11,0
17300,11,11,0
19928,11,11,0
30476,11,11,0
27235,11,11,0
18389,11,11,0
10624,11,11,0
23026,11,11,0
13503,11,11,0
18072,11,11,0
14249,11,11,0
15541,11,11,0
10240,11,11,0
21854,11,11,0
11339,11,11,0
18491,11,11,0
29838,11,11,0
10327,11,11,0
15182,11,11,0
20061,11,11,0
18581,11,11,0
2780,11,11,0
10281,11,11,0
29189,11,11,0
21483,11,11,0
9324,11,11,0
7711,10,10,0
15448,10,10,0
2550,10,10,0
25144,10,10,0
714,10,10,0
21731,10,10,0
16918,10,10,0
24403,10,10,0
12699,10,10,0
29697,10,10,0
12242,10,10,0
23779,10,10,0
31363,10,10,0
11109,10,10,0
27888,10,10,0
11001,10,10,0
10502,10,10,0
27892,10,10,0
26086,10,10,0
6445,10,10,0
3529,10,10,0
19891,10,10,0
14797,10,10,0
12533,10,10,0
7117,10,10,0
28774,10,10,0
11353,10,10,0
27622,10,10,0
634,10,10,0
22638,10,10,0
5934,10,10,0
15072,10,10,0
6899,10,10,0
15160,10,10,0
17255,10,10,0
28977,10,10,0
22024,10,10,0
22102,10,10,0
17654,10,10,0
30227,10,10,0
26887,10,10,0
2028,10,10,0
13815,10,10,0
24376,10,10,0
24964,10,10,0
5183,10,10,0
29932,10,10,0
26191,10,10,0
15091,10,10,0
4941,10,10,0
17794,10,10,0
21411,10,10,0
22547,10,10,0
15222,10,10,0
14814,10,10,0
6996,10,10,0
18621,10,10,0
29551,10,10,0
28893,10,10,0
23662,10,10,0
4405,10,10,0
12584,10,10,0
10458,10,10,0
18783,10,10,0
31402,10,10,0
28285,10,10,0
23208,10,10,0
18931,10,10,0
11944,10,10,0
19306,10,10,0
29109,10,10,0
30663,10,10,0
29859,10,10,0
21757,10,10,0
11725,10,10,0
3460,10,10,0
15185,10,10,0
21340,10,10,0
10518,10,10,0
18901,10,10,0
28668,10,10,0
23747,10,10,0
19458,10,10,0
30262,10,10,0
14442,10,10,0
7191,10,10,0
29763,10,10,0
17530,10,10,0
10666,10,10,0
9820,10,10,0
22802,10,10,0
1206,10,10,0
998,10,10,0
18926,10,10,0
18407,10,10,0
18590,10,10,0
2181,10,10,0
29497,10,10,0
816,10,10,0
16947,10,10,0
21506,10,10,0
11337,10,10,0
12446,10,10,0
14945,10,10,0
18278,10,10,0
14999,10,10,0
26926,10,10,0
5610,10,10,0
5970,10,10,0
10915,10,10,0
24154,10,10,0
4096,10,10,0
27234,10,10,0
18288,10,10,0
29876,10,10,0
9836,10,10,0
31420,10,10,0
3146,10,10,0
9850,10,10,0
11594,10,10,0
30372,10,10,0
22862,10,10,0
2455,10,10,0
24077,10,10,0
18073,10,10,0
14584,10,10,0
8771,10,10,0
6649,10,10,0
22028,10,10,0
25171,10,10,0
29186,10,10,0
20857,10,10,0
14768,10,10,0
21084,10,10,0
20717,10,10,0
27659,10,10,0
17695,10,10,0
26052,10,10,0
1751,10,10,0
16409,10,10,0
21480,10,10,0
21240,10,10,0
28104,10,10,0
29099,10,10,0
25677,10,10,0
4145,10,10,0
23746,10,10,0
13505,10,10,0
4952,10,10,0
15096,10,10,0
21948,10,10,0
23650,10,10,0
20153,10,10,0
19947,10,10,0
10900,10,10,0
12280,10,10,0
2647,10,10,0
23562,10,10,0
9721,10,10,0
20948,10,10,0
27527,10,10,0
17476,10,10,0
20172,10,10,0
11522,10,10,0
4411,10,10,0
14631,10,10,0
3992,10,10,0
6880,10,10,0
25007,10,10,0
22254,9,9,0
9003,9,9,0
6900,9,9,0
7056,9,9,0
25835,9,9,0
22922,9,9,0
11698,9,9,0
3299,9,9,0
18613,9,9,0
23930,9,9,0
17898,9,9,0
18539,9,9,0
23071,9,9,0
7352,9,9,0
14722,9,9,0
2180,9,9,0
17977,9,9,0
11133,9,9,0
13304,9,9,0
446,9,9,0
10145,9,9,0
26815,9,9,0
21232,9,9,0
13595,9,9,0
20685,9,9,0
6904,9,9,0
4469,9,9,0
19186,9,9,0
23942,9,9,0
8425,9,9,0
14395,9,9,0
27067,9,9,0
31452,9,9,0
30030,9,9,0
1482,9,9,0
21942,9,9,0
11690,9,9,0
9998,9,9,0
1888,9,9,0
25842,9,9,0
11357,9,9,0
25316,9,9,0
13702,9,9,0
17923,9,9,0
12444,9,9,0
18748,9,9,0
28659,9,9,0
20279,9,9,0
13428,9,9,0
10625,9,9,0
21229,9,9,0
9137,9,9,0
20560,9,9,0
20423,9,9,0
1058,9,9,0
7379,9,9,0
1648,9,9,0
19757,9,9,0
17971,9,9,0
28176,9,9,0
20977,9,9,0
28303,9,9,0
25075,9,9,0
25266,9,9,0
12999,9,9,0
3274,9,9,0
11525,9,9,0
27456,9,9,0
505,9,9,0
18593,9,9,0
28967,9,9,0
18907,9,9,0
10511,9,9,0
21824,9,9,0
7114,9,9,0
27953,9,9,0
5651,9,9,0
11443,9,9,0
22683,9,9,0
10761,9,9,0
25930,9,9,0
15885,9,9,0
18865,9,9,0
7247,9,9,0
28433,9,9,0
16092,9,9,0
1490,9,9,0
1087,9,9,0
10764,9,9,0
16263,9,9,0
28363,9,9,0
14834,9,9,0
21716,9,9,0
20694,9,9,0
4063,9,9,0
15370,9,9,0
11572,9,9,0
19378,9,9,0
10766,9,9,0
23768,9,9,0
5827,9,9,0
27664,9,9,0
3220,9,9,0
19608,9,9,0
13628,9,9,0
28704,9,9,0
1069,9,9,0
21558,9,9,0
3658,9,9,0
3473,9,9,0
24856,9,9,0
18841,9,9,0
23915,9,9,0
18071,9,9,0
14107,9,9,0
18949,9,9,0
23069,9,9,0
18849,9,9,0
22911,9,9,0
29810,9,9,0
13885,9,9,0
9123,9,9,0
8565,9,9,0
7173,9,9,0
22441,9,9,0
19618,9,9,0
24859,9,9,0
30325,9,9,0
21913,9,9,0
8234,9,9,0
17559,9,9,0
10265,9,9,0
30434,9,9,0
10896,9,9,0
11988,9,9,0
25661,9,9,0
7942,9,9,0
1353,9,9,0
19061,9,9,0
907,9,9,0
27547,9,9,0
28809,9,9,0
30975,9,9,0
21202,9,9,0
16665,9,9,0
18969,9,9,0
3439,9,9,0
27055,9,9,0
4544,9,9,0
2894,9,9,0
23389,9,9,0
3677,9,9,0
10072,9,9,0
14514,9,9,0
22622,9,9,0
22128,9,9,0
30630,9,9,0
8532,9,9,0
5223,9,9,0
2607,9,9,0
29586,9,9,0
4662,9,9,0
10799,9,9,0
6997,9,9,0
26789,9,9,0
24523,9,9,0
18557,9,9,0
12539,9,9,0
191,9,9,0
6105,9,9,0
28616,9,9,0
3102,9,9,0
15822,9,9,0
22477,9,9,0
31409,9,9,0
20108,9,9,0
1800,9,9,0
8794,9,9,0
8281,9,9,0
7591,9,9,0
9863,9,9,0
17562,9,9,0
2499,9,9,0
8760,9,9,0
22706,9,9,0
4421,9,9,0
29511,9,9,0
1803,9,9,0
17446,9,9,0
1469,9,9,0
15418,9,9,0
7918,9,9,0
6992,9,9,0
19607,9,9,0
6194,8,8,0
17741,8,8,0
7263,8,8,0
31418,8,8,0
24244,8,8,0
22049,8,8,0
1349,8,8,0
9361,8,8,0
21484,8,8,0
6609,8,8,0
26192,8,8,0
26240,8,8,0
8256,8,8,0
30459,8,8,0
13902,8,8,0
13913,8,8,0
24105,8,8,0
3337,8,8,0
9107,8,8,0
27461,8,8,0
23813,8,8,0
6405,8,8,0
6003,8,8,0
18889,8,8,0
7437,8,8,0
17921,8,8,0
20707,8,8,0
4278,8,8,0
1530,8,8,0
17556,8,8,0
28518,8,8,0
18370,8,8,0
31676,8,8,0
2454,8,8,0
11350,8,8,0
18480,8,8,0
5326,8,8,0
19449,8,8,0
23946,8,8,0
18732,8,8,0
16892,8,8,0
7425,8,8,0
8910,8,8,0
18304,8,8,0
29550,8,8,0
29246,8,8,0
26846,8,8,0
8516,8,8,0
6120,8,8,0
25433,8,8,0
12115,8,8,0
18563,8,8,0
24977,8,8,0
14280,8,8,0
9241,8,8,0
4642,8,8,0
26257,8,8,0
17564,8,8,0
22269,8,8,0
16074,8,8,0
1010,8,8,0
21397,8,8,0
26321,8,8,0
4438,8,8,0
17618,8,8,0
24948,8,8,0
27687,8,8,0
12462,8,8,0
8439,8,8,0
26332,8,8,0
5967,8,8,0
7559,8,8,0
6984,8,8,0
28070,8,8,0
18594,8,8,0
24372,8,8,0
5747,8,8,0
21931,8,8,0
25005,8,8,0
20405,8,8,0
18247,8,8,0
6938,8,8,0
21420,8,8,0
9347,8,8,0
24799,8,8,0
131,8,8,0
20814,8,8,0
27959,8,8,0
11264,8,8,0
1267,8,8,0
23628,8,8,0
25104,8,8,0
4552,8,8,0
4060,8,8,0
19681,8,8,0
26275,8,8,0
22958,8,8,0
7083,8,8,0
27377,8,8,0
27212,8,8,0
26947,8,8,0
27787,8,8,0
9702,8,8,0
22965,8,8,0
15815,8,8,0
6709,8,8,0
16525,8,8,0
8007,8,8,0
30498,8,8,0
31386,8,8,0
2038,8,8,0
18599,8,8,0
3469,8,8,0
19558,8,8,0
19686,8,8,0
5973,8,8,0
26502,8,8,0
27100,8,8,0
18591,8,8,0
18307,8,8,0
11700,8,8,0
4900,8,8,0
31016,8,8,0
21999,8,8,0
27816,8,8,0
24712,8,8,0
25909,8,8,0
23965,8,8,0
4869,8,8,0
9495,8,8,0
16355,8,8,0
1078,8,8,0
2160,8,8,0
8650,8,8,0
7047,8,8,0
9280,8,8,0
10765,8,8,0
18845,8,8,0
13074,8,8,0
9273,8,8,0
17812,8,8,0
29526,8,8,0
12555,8,8,0
20417,8,8,0
29971,8,8,0
19300,8,8,0
11707,8,8,0
21598,8,8,0
5920,8,8,0
20866,8,8,0
10995,8,8,0
15278,8,8,0
13349,8,8,0
28403,8,8,0
31427,8,8,0
4076,8,8,0
29622,8,8,0
3318,8,8,0
16190,8,8,0
22283,8,8,0
605,8,8,0
25967,8,8,0
1291,8,8,0
28769,8,8,0
31860,8,8,0
6263,8,8,0
29616,8,8,0
1646,8,8,0
18325,8,8,0
15447,8,8,0
6697,8,8,0
2861,8,8,0
623,8,8,0
29342,8,8,0
15923,8,8,0
20851,8,8,0
217,8,8,0
6274,8,8,0
23634,8,8,0
11082,8,8,0
1048,8,8,0
26779,8,8,0
4938,8,8,0
9959,8,8,0
715,8,8,0
6774,8,8,0
8796,8,8,0
2881,8,8,0
26252,8,8,0
405,8,8,0
16528,8,8,0
17785,8,8,0
13897,8,8,0
5992,8,8,0
8973,8,8,0
28937,8,8,0
21171,8,8,0
6322,8,8,0
23473,8,8,0
15750,8,8,0
28968,8,8,0
13169,8,8,0
15903,8,8,0
10181,8,8,0
24831,8,8,0
19645,8,8,0
3664,8,8,0
10053,8,8,0
17906,8,8,0
9554,8,8,0
2781,8,8,0
25911,8,8,0
16669,8,8,0
18143,8,8,0
10117,8,8,0
20462,8,8,0
22150,8,8,0
24253,8,8,0
11785,8,8,0
12062,8,8,0
20049,8,8,0
14285,8,8,0
11693,8,8,0
15146,8,8,0
6107,8,8,0
15867,8,8,0
5767,8,8,0
22312,8,8,0
6870,8,8,0
20874,8,8,0
17871,8,8,0
22773,8,8,0
27906,8,8,0
6039,8,8,0
21400,8,8,0
14170,8,8,0
7773,8,8,0
9292,8,8,0
8400,8,8,0
15157,8,8,0
24486,8,8,0
16806,8,8,0
25990,8,8,0
23736,8,8,0
3215,8,8,0
17247,8,8,0
29759,8,8,0
30024,8,8,0
7990,8,8,0
29512,8,8,0
19929,8,8,0
17171,8,8,0
23586,8,8,0
24577,8,8,0
24400,8,8,0
5853,8,8,0
23410,8,8,0
7223,8,8,0
14552,7,7,0
13660,7,7,0
1903,7,7,0
11711,7,7,0
13027,7,7,0
17491,7,7,0
8279,7,7,0
9296,7,7,0
272,7,7,0
19005,7,7,0
3145,7,7,0
8662,7,7,0
19869,7,7,0
200,7,7,0
1259,7,7,0
19965,7,7,0
18113,7,7,0
21151,7,7,0
17777,7,7,0
28667,7,7,0
30530,7,7,0
8654,7,7,0
26111,7,7,0
23663,7,7,0
12140,7,7,0
20032,7,7,0
7601,7,7,0
10251,7,7,0
28371,7,7,0
13491,7,7,0
3058,7,7,0
12925,7,7,0
14951,7,7,0
10593,7,7,0
8135,7,7,0
1678,7,7,0
17897,7,7,0
1938,7,7,0
31767,7,7,0
14636,7,7,0
18993,7,7,0
17655,7,7,0
27369,7,7,0
